case,mp_id,is_bad,first_kf_id,first_frame,admission_frame,admission_kf,admission_feature,neighbor_kf,neighbor_feature,boundary_radius_px,support_score,candidate_score,total_score,raw_support,reliable_support,residual_support,depth_support,geom_baseline,geom_cos_parallax,geom_parallax_score,geom_reproj_ratio1,geom_reproj_ratio2,geom_scale_score,geom_final_candidate_score,geom_final_total_score,geom_dist1,geom_dist2,geom_ratio_dist,geom_ratio_octave,geom_stereo,geom_boundary_current,geom_boundary_neighbor,observations,found,visible,found_ratio,pose_use_edges,pose_use_inliers,pose_use_inlier_rate,pose_use_chi2_mean,lba_windows,lba_edges,lba_inliers,lba_inlier_rate,lba_local_edges,lba_fixed_edges,lba_local_edge_rate,lba_fixed_edge_rate,lba_chi2_mean,lifecycle_prebad,lifecycle_found_ratio_cull,lifecycle_low_obs_cull,lifecycle_v7_residual_cull,lifecycle_v7_low_use_cull,lifecycle_matured,lifecycle_survived,first_matured_frame,last_lifecycle_frame,last_lifecycle_kf,ref_distance
wrpy_shadow_r2,7159,0,46,80,-1,-1,-1,38,956,0,0.450000,0.876161,1.326161,1,1,1,0,0.111643,0.998701,1.000000,0.203163,0.015025,0.992235,0.876161,1.326161,2.181309,2.191287,1.004575,1.000000,0,1,1,22,35,589,0.059423,203,45,0.221675,106.047205,91,1179,1085,0.920271,945,234,0.801527,0.198473,7.517007,0,0,0,0,0,1,2,88,88,49,2.526830
wrpy_shadow_r2,7092,1,45,79,-1,-1,-1,38,34,0,0.450000,0.914615,1.364615,2,1,1,0,0.113862,0.999219,1.000000,0.000034,0.014990,0.694438,0.914615,1.364615,2.870456,2.878264,1.002720,1.200000,0,1,1,27,17,105,0.161905,48,10,0.208333,46.810747,31,278,256,0.920863,231,47,0.830935,0.169065,5.552876,0,0,0,0,0,1,2,84,84,48,2.923061
wrpy_shadow_r2,11090,1,68,116,-1,-1,-1,59,182,0,0.700000,0.659892,1.359892,6,1,1,1,0.237624,0.977744,1.000000,0.566157,0.325801,0.998346,0.659892,1.359892,1.125662,1.126757,1.000973,1.000000,0,1,0,2,1,31,0.032258,2,0,0.000000,253.184615,13,28,24,0.857143,24,4,0.857143,0.142857,5.983912,0,0,0,0,0,1,2,119,119,71,1.102693
wrpy_shadow_r2,13420,1,90,140,-1,-1,-1,81,156,0,0.450000,0.932207,1.382207,3,1,1,0,0.210953,0.998623,1.000000,0.088621,0.096552,0.960554,0.932207,1.382207,3.732309,3.646768,0.977081,1.000000,0,0,1,3,1,2,0.500000,1,0,0.000000,6.185822,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0,0,0,1,0,0,0,-1,141,91,0.000000
wrpy_shadow_r2,8822,1,54,95,-1,-1,-1,48,602,0,0.750000,0.852017,1.602017,1,1,1,1,0.118988,0.995036,1.000000,0.150172,0.005193,0.768480,0.852017,1.602017,1.107428,1.057389,0.954815,0.833333,0,1,0,5,1,2,0.500000,1,0,0.000000,14.612261,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0,0,0,1,0,0,0,-1,96,55,1.108875
wrpy_shadow_r2,8985,1,55,96,-1,-1,-1,50,244,0,0.716667,0.696536,1.413202,6,1,1,1,0.082213,0.999508,1.000000,0.479077,0.502706,0.992638,0.696536,1.413202,2.623190,2.634566,1.004337,1.000000,0,1,1,14,1,1,1.000000,0,0,0.000000,0.000000,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,1,0,0,0,0,0,0,-1,99,56,2.598087
wrpy_shadow_r2,8987,0,55,96,-1,-1,-1,50,845,0,0.716667,0.825004,1.541671,6,1,1,1,0.082213,0.999490,1.000000,0.109938,0.165608,0.697476,0.825004,1.541671,2.570543,2.582142,1.004512,1.200000,0,1,1,9,15,370,0.040541,89,9,0.101124,105.088739,92,968,934,0.964876,730,238,0.754132,0.245868,3.848817,0,0,0,0,0,1,2,101,101,58,2.453674
wrpy_shadow_r2,16632,1,137,187,-1,-1,-1,110,167,0,0.700000,0.780426,1.480426,4,4,4,0,0.143291,0.999780,0.098659,0.009966,0.014110,0.696372,0.780426,1.480426,6.731031,6.757015,1.003860,1.200000,0,1,0,2,1,3,0.333333,0,0,0.000000,0.000000,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0,0,1,0,0,0,1,-1,189,139,6.750692
wrpy_shadow_r2,9345,1,57,100,-1,-1,-1,48,602,0,0.750000,0.885251,1.635251,1,1,1,1,0.179454,0.988942,1.000000,0.107480,0.000211,0.798957,0.885251,1.635251,1.143924,1.072844,0.937863,0.833333,0,1,0,7,4,4,1.000000,3,3,1.000000,0.973732,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,1,0,0,0,0,0,2,-1,106,60,1.155215
wrpy_shadow_r2,12898,1,85,134,-1,-1,-1,78,656,0,0.716667,0.911304,1.627970,3,1,1,1,0.251415,0.996118,1.000000,0.014533,0.036287,0.732304,0.911304,1.627970,2.710202,2.778737,1.025288,1.200000,0,1,0,8,3,3,1.000000,3,3,1.000000,0.160045,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,1,0,0,0,0,0,2,-1,138,88,0.000000
wrpy_shadow_r2,16658,1,137,187,-1,-1,-1,108,987,0,0.683333,0.948711,1.632045,6,4,4,0,0.155712,0.999666,0.670045,0.000355,0.000357,0.993674,0.948711,1.632045,5.958179,5.980373,1.003725,1.000000,0,1,0,3,2,3,0.666667,1,1,1.000000,0.218426,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0,0,1,0,0,0,1,-1,189,139,5.977715
wrpy_shadow_r2,20672,1,179,232,-1,-1,-1,175,779,0,0.750000,0.823680,1.573680,2,1,1,1,0.095500,0.999448,1.000000,0.017473,0.031725,0.370858,0.823680,1.573680,2.853480,2.838799,0.994855,1.440000,0,0,1,4,1,1,1.000000,0,0,0.000000,0.000000,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,1,0,0,0,0,0,0,-1,234,180,0.000000
wrpy_shadow_r2,21301,1,185,239,-1,-1,-1,182,198,0,0.750000,0.490110,1.240110,1,1,1,1,0.095333,0.997684,1.000000,0.844040,0.531711,0.986138,0.490110,1.240110,1.396652,1.385319,0.991885,1.000000,0,1,1,6,1,2,0.500000,1,0,0.000000,73.192301,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0,0,0,1,0,0,0,-1,240,186,1.533161
wrpy_shadow_r2,21408,1,186,240,-1,-1,-1,184,803,0,0.710000,0.647307,1.357307,5,1,1,1,0.090717,0.997835,1.000000,0.465408,0.227131,0.706209,0.647307,1.357307,1.372254,1.359096,0.990411,0.833333,0,1,1,6,2,2,1.000000,1,1,1.000000,5.479139,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,1,0,0,0,0,0,1,-1,242,188,1.496269
wrpy_shadow_r2,21092,1,183,237,-1,-1,-1,173,937,0,0.733333,0.929867,1.663201,6,1,1,1,0.272527,0.981729,1.000000,0.020723,0.027162,0.784659,0.929867,1.663201,1.407071,1.330778,0.945778,0.833333,0,1,1,4,1,1,1.000000,0,0,0.000000,0.000000,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,1,0,0,0,0,0,0,-1,238,184,1.559768
wrpy_shadow_r2,17357,1,148,198,-1,-1,-1,109,164,0,0.700000,0.919470,1.619470,2,2,2,0,0.157197,0.999548,1.000000,0.006215,0.007317,0.695440,0.919470,1.619470,5.187881,5.205056,1.003311,1.200000,0,1,0,3,2,2,1.000000,2,1,0.500000,9.024458,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0,0,0,1,0,0,1,-1,200,150,0.000000
wrpy_shadow_r2,17353,1,148,198,-1,-1,-1,109,164,0,0.700000,0.984917,1.684917,2,2,2,0,0.157197,0.999532,1.000000,0.022761,0.018603,0.994293,0.984917,1.684917,5.099869,5.117004,1.003360,1.000000,0,1,0,4,2,3,0.666667,2,1,0.500000,11.229045,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0,0,0,1,0,0,1,-1,200,150,0.000000
wrpy_shadow_r2,23117,1,217,276,-1,-1,-1,212,690,0,0.675000,0.823678,1.498678,4,2,2,0,0.081007,0.999988,1.000000,0.000000,0.158940,0.676167,0.823678,1.498678,9.344950,9.420230,1.008056,0.833333,1,1,0,6,1,4,0.250000,1,0,0.000000,87.504360,1,2,2,1.000000,2,0,1.000000,0.000000,0.383260,0,0,0,1,0,0,2,-1,279,220,9.555201
wrpy_shadow_r2,21433,1,186,240,-1,-1,-1,182,482,0,0.683333,0.477977,1.161310,3,1,1,1,0.147386,0.994065,1.000000,0.739660,0.565311,0.687091,0.477977,1.161310,1.354242,1.352074,0.998399,1.200000,0,1,1,6,1,2,0.500000,1,0,0.000000,8.557720,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0,0,0,1,0,0,0,-1,241,187,1.478732
wrpy_shadow_r2,20450,0,176,229,-1,-1,-1,171,865,0,1.000000,0.780980,1.780980,4,2,2,2,0.139747,0.995638,1.000000,0.024792,0.073535,0.300403,0.780980,1.780980,1.372761,1.310297,0.954497,1.440000,0,1,1,13,10,135,0.074074,74,16,0.216216,147.273969,93,924,871,0.942641,819,105,0.886364,0.113636,13.200711,0,0,0,0,0,1,2,232,232,179,1.307239
wrpy_shadow_r2,54572,0,522,817,-1,-1,-1,520,721,0,0.450000,0.990063,1.440063,1,1,1,0,0.078954,0.999609,0.953800,0.003828,0.003765,0.997160,0.990063,1.440063,2.810120,2.814815,1.001671,1.000000,0,1,0,17,23,87,0.264368,84,36,0.428571,26.828768,15,218,191,0.876147,218,0,1.000000,0.000000,9.710030,0,0,0,0,0,1,2,820,820,525,4.108022
wrpy_shadow_r2,52851,1,487,780,-1,-1,-1,460,939,0,0.700000,0.918761,1.618761,2,2,2,0,0.154654,0.998651,1.000000,0.000245,0.000182,0.675634,0.918761,1.618761,2.927728,2.952237,1.008371,0.833333,0,0,1,2,1,1,1.000000,0,0,0.000000,0.000000,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,1,0,0,0,0,0,0,-1,781,488,0.000000
wrpy_shadow_r2,56104,0,531,828,-1,-1,-1,527,816,0,0.725000,0.895021,1.620021,4,1,1,1,0.130833,0.994907,1.000000,0.150349,0.099135,0.940924,0.895021,1.620021,1.206183,1.248802,1.035334,1.000000,0,1,0,14,2,81,0.024691,2,1,0.500000,6.613066,13,87,87,1.000000,87,0,1.000000,0.000000,2.536793,0,0,0,0,0,1,2,831,831,534,1.156214
wxyz_shadow_r1,1025,1,6,12,-1,-1,-1,0,413,0,1.000000,0.864103,1.864103,8,5,5,2,0.109294,0.999327,1.000000,0.063499,0.093186,0.680058,0.864103,1.864103,2.956978,2.940065,0.994280,1.200000,0,1,1,14,23,660,0.034848,74,35,0.472973,53.864785,97,501,473,0.944112,468,33,0.934132,0.065868,4.755841,0,0,0,0,0,1,2,20,20,9,1.768163
wxyz_shadow_r1,2010,1,18,40,-1,-1,-1,10,546,0,0.750000,0.697064,1.447064,1,1,1,1,0.114502,0.999131,1.000000,0.371619,0.167936,0.680143,0.697064,1.447064,2.712571,2.728039,1.005702,0.833333,0,1,1,6,2,2,1.000000,1,1,1.000000,6.543461,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,1,0,0,0,0,0,1,-1,46,20,0.000000
wxyz_shadow_r1,2008,1,18,40,-1,-1,-1,12,269,0,1.000000,0.751644,1.751644,4,3,3,3,0.090848,0.999516,1.000000,0.281369,0.138823,0.681861,0.751644,1.751644,2.888516,2.902054,1.004687,0.833333,0,1,1,8,2,2,1.000000,1,1,1.000000,4.018929,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,1,0,0,0,0,0,1,-1,46,20,0.000000
wxyz_shadow_r1,1945,1,17,39,-1,-1,-1,12,770,0,0.750000,0.913806,1.663806,1,1,1,1,0.086056,0.999641,0.792846,0.078229,0.089776,0.994981,0.913806,1.663806,3.247204,3.256797,1.002954,1.000000,0,0,1,20,10,12,0.833333,16,16,1.000000,0.691039,1,7,7,1.000000,7,0,1.000000,0.000000,0.472840,0,0,0,0,0,1,2,46,46,20,0.000000
wxyz_shadow_r1,1348,1,10,24,-1,-1,-1,0,396,0,0.750000,0.742759,1.492759,1,1,1,1,0.167029,0.998510,1.000000,0.056269,0.050262,0.106080,0.742759,1.492759,2.820369,2.881751,1.021764,1.728000,0,1,0,5,2,2,1.000000,1,1,1.000000,0.362636,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,1,0,0,0,0,0,1,-1,27,12,0.000000
wxyz_shadow_r1,1342,0,10,24,-1,-1,-1,0,16,0,0.750000,0.921766,1.671766,1,1,1,1,0.167029,0.998582,1.000000,0.115406,0.000849,0.964039,0.921766,1.671766,2.884638,2.946262,1.021363,1.000000,0,1,0,112,2529,3490,0.724642,1619,1545,0.954293,5.077226,104,6671,6626,0.993254,6475,196,0.970619,0.029381,2.036309,0,0,0,0,0,144,2,31,672,318,2.883480
wxyz_shadow_r1,1343,1,10,24,-1,-1,-1,0,16,0,0.750000,0.780428,1.530428,1,1,1,1,0.167029,0.998479,1.000000,0.122927,0.027266,0.416739,0.780428,1.530428,2.788213,2.849692,1.022050,1.440000,0,1,0,11,10,11,0.909091,16,15,0.937500,1.960059,1,3,3,1.000000,2,1,0.666667,0.333333,0.616235,0,0,0,0,0,1,2,31,31,13,0.000000
wxyz_shadow_r1,1346,1,10,24,-1,-1,-1,0,16,0,0.750000,0.698770,1.448770,1,1,1,1,0.167029,0.998397,1.000000,0.130167,0.007944,0.107481,0.698770,1.448770,2.714633,2.775999,1.022605,1.728000,0,1,0,31,63,68,0.926471,55,53,0.963636,1.510547,3,24,24,1.000000,21,3,0.875000,0.125000,0.608189,0,0,0,0,0,2,3,31,31,13,0.000000
wxyz_shadow_r1,33569,1,395,759,-1,-1,-1,386,596,0,0.700000,0.972718,1.672718,4,1,1,1,0.101487,0.999997,1.000000,0.000000,0.022024,0.943729,0.972718,1.672718,3.013919,3.115272,1.033628,1.000000,1,1,1,4,1,1,1.000000,0,0,0.000000,0.000000,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,1,0,0,0,0,0,0,-1,764,396,3.004140
wxyz_shadow_r1,12380,1,146,229,-1,-1,-1,110,248,0,0.966667,0.980137,1.946804,3,2,2,2,0.380832,0.992027,1.000000,0.028474,0.032424,0.998368,0.980137,1.946804,3.017231,3.014338,0.999041,1.000000,0,1,0,20,2,2,1.000000,1,1,1.000000,0.215374,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,1,0,0,0,0,0,1,-1,232,148,0.000000
wxyz_shadow_r1,31551,1,376,730,-1,-1,-1,358,100,0,0.700000,0.806618,1.506618,3,2,2,0,0.093834,0.999895,1.000000,0.000000,0.080929,0.420704,0.806618,1.506618,3.272926,3.352898,1.024434,1.440000,1,0,1,6,1,3,0.333333,1,0,0.000000,15.270817,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0,0,0,1,0,0,1,-1,732,378,3.275409
wxyz_shadow_r1,33570,1,395,759,-1,-1,-1,386,893,0,0.966667,0.722186,1.688852,6,2,2,2,0.101487,0.999981,1.000000,0.000000,0.310554,0.634072,0.722186,1.688852,3.042590,3.143935,1.033309,0.833333,1,1,1,4,1,1,1.000000,0,0,0.000000,0.000000,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,1,0,0,0,0,0,0,-1,764,396,3.032787
wxyz_shadow_r1,28164,1,301,637,-1,-1,-1,295,93,0,0.980000,0.595786,1.575786,5,2,2,2,0.107273,0.999984,1.000000,0.000000,0.646794,0.935452,0.595786,1.575786,2.820254,2.715256,0.962770,1.000000,1,1,0,7,2,2,1.000000,3,1,0.333333,10.038296,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0,0,0,1,0,0,1,-1,639,303,2.821590
wxyz_shadow_r1,35201,1,413,808,-1,-1,-1,407,589,0,0.700000,0.887645,1.587645,4,1,1,1,0.124284,0.999647,1.000000,0.000000,0.089078,0.764368,0.887645,1.587645,2.413542,2.521656,1.044795,1.200000,1,1,1,24,3,3,1.000000,3,3,1.000000,0.347012,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,1,0,0,0,0,0,2,-1,833,416,2.416919
wxyz_shadow_r1,34472,1,403,773,-1,-1,-1,396,898,0,0.942857,0.936680,1.879537,7,2,2,2,0.090185,0.999981,1.000000,0.000000,0.083342,0.946739,0.936680,1.879537,2.719283,2.805760,1.031801,1.000000,1,1,1,4,1,1,1.000000,0,0,0.000000,0.000000,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,1,0,0,0,0,0,0,-1,778,404,2.718924
wxyz_shadow_r1,33571,1,395,759,-1,-1,-1,386,908,0,0.716667,0.580947,1.297613,3,1,1,1,0.101487,0.999838,1.000000,0.000000,0.612852,0.794631,0.580947,1.297613,1.498118,1.593318,1.063546,1.200000,1,1,0,2,5,14,0.357143,10,7,0.700000,27.024663,3,7,4,0.571429,7,0,1.000000,0.000000,9.482914,0,0,0,0,0,1,2,766,766,398,2.649010
wxyz_shadow_r1,34715,1,407,781,-1,-1,-1,385,901,0,0.950000,0.936620,1.886620,8,4,6,4,0.337716,0.999913,1.000000,0.000000,0.024859,0.806139,0.936620,1.886620,2.774480,3.109345,1.120695,1.000000,1,1,1,4,1,1,1.000000,0,0,0.000000,0.000000,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,1,0,0,0,0,0,0,-1,791,408,2.776136
wxyz_shadow_r1,33572,1,395,759,-1,-1,-1,385,336,0,0.700000,0.984137,1.684137,4,1,1,1,0.111245,0.999999,1.000000,0.000000,0.000760,0.938374,0.984137,1.684137,3.014106,3.125288,1.036887,1.000000,1,1,1,4,1,1,1.000000,0,0,0.000000,0.000000,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,1,0,0,0,0,0,0,-1,764,396,3.004326
wxyz_shadow_r2,1025,1,6,12,-1,-1,-1,0,413,0,1.000000,0.864103,1.864103,8,5,5,2,0.109294,0.999327,1.000000,0.063499,0.093186,0.680058,0.864103,1.864103,2.956978,2.940065,0.994280,1.200000,0,1,1,14,23,660,0.034848,74,35,0.472973,53.864785,97,501,473,0.944112,468,33,0.934132,0.065868,4.755841,0,0,0,0,0,1,2,20,20,9,1.768163
wxyz_shadow_r2,2010,1,18,40,-1,-1,-1,10,546,0,0.750000,0.697064,1.447064,1,1,1,1,0.114502,0.999131,1.000000,0.371619,0.167936,0.680143,0.697064,1.447064,2.712571,2.728039,1.005702,0.833333,0,1,1,6,2,2,1.000000,1,1,1.000000,6.543461,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,1,0,0,0,0,0,1,-1,46,20,0.000000
wxyz_shadow_r2,2008,1,18,40,-1,-1,-1,12,269,0,1.000000,0.751644,1.751644,4,3,3,3,0.090848,0.999516,1.000000,0.281369,0.138823,0.681861,0.751644,1.751644,2.888516,2.902054,1.004687,0.833333,0,1,1,8,2,2,1.000000,1,1,1.000000,4.018929,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,1,0,0,0,0,0,1,-1,46,20,0.000000
wxyz_shadow_r2,1945,1,17,39,-1,-1,-1,12,770,0,0.750000,0.913806,1.663806,1,1,1,1,0.086056,0.999641,0.792846,0.078229,0.089776,0.994981,0.913806,1.663806,3.247204,3.256797,1.002954,1.000000,0,0,1,20,10,12,0.833333,16,16,1.000000,0.691039,1,7,7,1.000000,7,0,1.000000,0.000000,0.472840,0,0,0,0,0,1,2,46,46,20,0.000000
wxyz_shadow_r2,1348,1,10,24,-1,-1,-1,0,396,0,0.750000,0.742759,1.492759,1,1,1,1,0.167029,0.998510,1.000000,0.056269,0.050262,0.106080,0.742759,1.492759,2.820369,2.881751,1.021764,1.728000,0,1,0,5,2,2,1.000000,1,1,1.000000,0.362636,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,1,0,0,0,0,0,1,-1,27,12,0.000000
wxyz_shadow_r2,1342,0,10,24,-1,-1,-1,0,16,0,0.750000,0.921766,1.671766,1,1,1,1,0.167029,0.998582,1.000000,0.115406,0.000849,0.964039,0.921766,1.671766,2.884638,2.946262,1.021363,1.000000,0,1,0,112,2529,3490,0.724642,1619,1545,0.954293,5.077226,104,6671,6626,0.993254,6475,196,0.970619,0.029381,2.036309,0,0,0,0,0,144,2,31,672,318,2.883480
wxyz_shadow_r2,1343,1,10,24,-1,-1,-1,0,16,0,0.750000,0.780428,1.530428,1,1,1,1,0.167029,0.998479,1.000000,0.122927,0.027266,0.416739,0.780428,1.530428,2.788213,2.849692,1.022050,1.440000,0,1,0,11,10,11,0.909091,16,15,0.937500,1.960059,1,3,3,1.000000,2,1,0.666667,0.333333,0.616235,0,0,0,0,0,1,2,31,31,13,0.000000
wxyz_shadow_r2,1346,1,10,24,-1,-1,-1,0,16,0,0.750000,0.698770,1.448770,1,1,1,1,0.167029,0.998397,1.000000,0.130167,0.007944,0.107481,0.698770,1.448770,2.714633,2.775999,1.022605,1.728000,0,1,0,31,63,68,0.926471,55,53,0.963636,1.510547,3,24,24,1.000000,21,3,0.875000,0.125000,0.608189,0,0,0,0,0,2,3,31,31,13,0.000000
wxyz_shadow_r2,33569,1,395,759,-1,-1,-1,386,596,0,0.700000,0.972718,1.672718,4,1,1,1,0.101487,0.999997,1.000000,0.000000,0.022024,0.943729,0.972718,1.672718,3.013919,3.115272,1.033628,1.000000,1,1,1,4,1,1,1.000000,0,0,0.000000,0.000000,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,1,0,0,0,0,0,0,-1,764,396,3.004140
wxyz_shadow_r2,12380,1,146,229,-1,-1,-1,110,248,0,0.966667,0.980137,1.946804,3,2,2,2,0.380832,0.992027,1.000000,0.028474,0.032424,0.998368,0.980137,1.946804,3.017231,3.014338,0.999041,1.000000,0,1,0,20,2,2,1.000000,1,1,1.000000,0.215374,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,1,0,0,0,0,0,1,-1,232,148,0.000000
wxyz_shadow_r2,31551,1,376,730,-1,-1,-1,358,100,0,0.700000,0.806618,1.506618,3,2,2,0,0.093834,0.999895,1.000000,0.000000,0.080929,0.420704,0.806618,1.506618,3.272926,3.352898,1.024434,1.440000,1,0,1,6,1,3,0.333333,1,0,0.000000,15.270817,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0,0,0,1,0,0,1,-1,732,378,3.275409
wxyz_shadow_r2,33570,1,395,759,-1,-1,-1,386,893,0,0.966667,0.722186,1.688852,6,2,2,2,0.101487,0.999981,1.000000,0.000000,0.310554,0.634072,0.722186,1.688852,3.042590,3.143935,1.033309,0.833333,1,1,1,4,1,1,1.000000,0,0,0.000000,0.000000,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,1,0,0,0,0,0,0,-1,764,396,3.032787
wxyz_shadow_r2,28164,1,301,637,-1,-1,-1,295,93,0,0.980000,0.595786,1.575786,5,2,2,2,0.107273,0.999984,1.000000,0.000000,0.646794,0.935452,0.595786,1.575786,2.820254,2.715256,0.962770,1.000000,1,1,0,7,2,2,1.000000,3,1,0.333333,10.038296,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,0,0,0,1,0,0,1,-1,639,303,2.821590
wxyz_shadow_r2,35201,1,413,808,-1,-1,-1,407,589,0,0.700000,0.887645,1.587645,4,1,1,1,0.124284,0.999647,1.000000,0.000000,0.089078,0.764368,0.887645,1.587645,2.413542,2.521656,1.044795,1.200000,1,1,1,24,3,3,1.000000,3,3,1.000000,0.347012,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,1,0,0,0,0,0,2,-1,833,416,2.416919
wxyz_shadow_r2,34472,1,403,773,-1,-1,-1,396,898,0,0.942857,0.936680,1.879537,7,2,2,2,0.090185,0.999981,1.000000,0.000000,0.083342,0.946739,0.936680,1.879537,2.719283,2.805760,1.031801,1.000000,1,1,1,4,1,1,1.000000,0,0,0.000000,0.000000,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,1,0,0,0,0,0,0,-1,778,404,2.718924
wxyz_shadow_r2,33571,1,395,759,-1,-1,-1,386,908,0,0.716667,0.580947,1.297613,3,1,1,1,0.101487,0.999838,1.000000,0.000000,0.612852,0.794631,0.580947,1.297613,1.498118,1.593318,1.063546,1.200000,1,1,0,2,5,14,0.357143,10,7,0.700000,27.024663,3,7,4,0.571429,7,0,1.000000,0.000000,9.482914,0,0,0,0,0,1,2,766,766,398,2.649010
wxyz_shadow_r2,34715,1,407,781,-1,-1,-1,385,901,0,0.950000,0.936620,1.886620,8,4,6,4,0.337716,0.999913,1.000000,0.000000,0.024859,0.806139,0.936620,1.886620,2.774480,3.109345,1.120695,1.000000,1,1,1,4,1,1,1.000000,0,0,0.000000,0.000000,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,1,0,0,0,0,0,0,-1,791,408,2.776136
wxyz_shadow_r2,33572,1,395,759,-1,-1,-1,385,336,0,0.700000,0.984137,1.684137,4,1,1,1,0.111245,0.999999,1.000000,0.000000,0.000760,0.938374,0.984137,1.684137,3.014106,3.125288,1.036887,1.000000,1,1,1,4,1,1,1.000000,0,0,0.000000,0.000000,0,0,0,0.000000,0,0,0.000000,0.000000,0.000000,1,0,0,0,0,0,0,-1,764,396,3.004326
